Customer_ID,Region,Age_Band,Account_Type,Account_Tenure_Years
104038,South West,45-54,Current,6.9
104039,Yorkshire and Humber,55-64,Current,17.9
104040,South West,45-54,Current,14.3
104041,London,18-24,Student,3.0
104042,South East,55-64,Current,17.4
104043,West Midlands,65+,Premier,12.9
104044,East of England,18-24,Current,9.9
104045,London,25-34,Current,5.2
104046,North West,55-64,Current,13.0
104047,North West,45-54,Savings,18.0
104048,North West,35-44,Current,0.9
104049,Yorkshire and Humber,45-54,Current,7.6
104050,South East,55-64,Savings,18.7
104051,North East,45-54,Current,7.7
104052,South East,25-34,Savings,0.8
104053,London,25-34,Savings,2.1
104054,London,35-44,Current,13.8
104055,South West,65+,Student,14.0
104056,South West,45-54,Current,2.4
104057,North West,35-44,Student,4.5
104058,North East,65+,Premier,11.3
104059,Yorkshire and Humber,35-44,Savings,13.8
104060,South West,45-54,Premier,3.2
104061,North East,25-34,Savings,9.2
104062,South East,55-64,Current,11.3
104063,West Midlands,55-64,Current,1.1
104064,London,55-64,Current,4.6
104065,West Midlands,35-44,Current,18.4
104066,South West,35-44,Savings,17.6
104067,North West,25-34,Current,6.5
104068,South East,65+,Savings,17.4
104069,East of England,25-34,Current,12.7
104070,West Midlands,45-54,Current,19.6
104071,Yorkshire and Humber,55-64,Current,19.3
104072,London,25-34,Premier,12.4
104073,Yorkshire and Humber,35-44,Current,9.4
104074,West Midlands,18-24,Current,2.9
104075,East Midlands,45-54,Current,10.7
104076,Yorkshire and Humber,65+,Premier,8.0
104077,London,35-44,Current,12.9
104078,London,65+,Savings,1.9
104079,West Midlands,25-34,Current,16.7
104080,London,35-44,Current,19.3
104081,Yorkshire and Humber,65+,Savings,4.3
104082,North West,65+,Savings,12.7
104083,South East,35-44,Savings,16.1
104084,North West,45-54,Current,11.1
104085,London,65+,Premier,18.7
104086,East of England,55-64,Current,10.3
104087,London,45-54,Premier,5.5
104088,London,25-34,Current,9.5
104089,East Midlands,25-34,Current,9.8
104090,West Midlands,45-54,Current,5.1
104091,West Midlands,45-54,Savings,15.8
104092,South East,25-34,Savings,12.4
104093,South West,35-44,Current,7.5
104094,West Midlands,35-44,Current,8.5
104095,North West,45-54,Current,7.5
104096,North West,35-44,Current,9.0
104097,London,35-44,Student,10.6
104098,London,25-34,Current,6.7
104099,South East,65+,Current,16.4
104100,East of England,45-54,Current,18.6
104101,North West,25-34,Current,10.5
104102,South East,35-44,Premier,14.3
104103,London,35-44,Current,18.6
104104,North West,45-54,Premier,3.9
104105,East of England,45-54,Savings,3.9
104106,West Midlands,45-54,Current,1.5
104107,South East,55-64,Current,8.9
104108,South East,25-34,Savings,6.7
104109,East of England,35-44,Savings,11.3
104110,London,18-24,Current,9.1
104111,North West,35-44,Premier,3.9
104112,South West,35-44,Current,7.9
104113,South East,55-64,Current,0.7
104114,London,25-34,Current,10.8
104115,South East,45-54,Savings,5.5
104116,North West,35-44,Current,2.3
104117,London,35-44,Current,1.4
104118,East of England,55-64,Current,14.3
104119,North West,25-34,Current,5.0
104120,London,35-44,Current,13.2
104121,North East,35-44,Student,16.3
104122,South West,55-64,Current,10.0
104123,East of England,25-34,Premier,2.7
104124,Yorkshire and Humber,65+,Savings,12.3
104125,Wales,65+,Savings,1.5
104126,West Midlands,55-64,Premier,16.4
104127,London,35-44,Current,15.3
104128,London,45-54,Current,8.1
104129,South West,25-34,Current,5.5
104130,East of England,65+,Current,14.2
104131,South East,45-54,Current,11.4
104132,London,25-34,Savings,3.0
104133,Yorkshire and Humber,35-44,Savings,15.2
104134,London,55-64,Current,6.7
104135,London,65+,Savings,17.9
104136,East Midlands,45-54,Current,16.6
104137,London,35-44,Current,5.6
104138,East of England,55-64,Current,5.2
104139,South East,55-64,Current,8.0
104140,South West,55-64,Current,16.1
104141,Yorkshire and Humber,35-44,Current,2.7
104142,London,45-54,Current,6.4
104143,East Midlands,55-64,Current,13.2
104144,Yorkshire and Humber,25-34,Savings,0.8
104145,London,35-44,Current,1.2
104146,North West,18-24,Savings,15.3
104147,East Midlands,35-44,Savings,10.5
104148,South East,55-64,Current,11.2
104149,London,25-34,Current,5.1
104150,Yorkshire and Humber,45-54,Premier,10.7
104151,North West,18-24,Current,10.9
104152,London,65+,Current,8.3
104153,London,55-64,Student,19.3
104154,London,45-54,Student,1.1
104155,London,55-64,Savings,8.4
104156,East Midlands,25-34,Savings,17.2
104157,East of England,55-64,Current,4.2
104158,East Midlands,55-64,Savings,18.7
104159,London,25-34,Current,8.6
104160,West Midlands,65+,Student,3.2
104161,London,18-24,Current,2.0
104162,North West,45-54,Current,6.6
104163,East of England,25-34,Current,18.4
104164,Yorkshire and Humber,55-64,Savings,18.8
104165,London,25-34,Current,11.3
104166,North West,25-34,Savings,2.5
104167,East Midlands,35-44,Current,9.2
104168,Yorkshire and Humber,65+,Current,8.4
104169,London,35-44,Current,4.7
104170,London,45-54,Current,1.6
104171,North East,45-54,Savings,7.7
104172,South East,55-64,Premier,7.5
104173,Wales,35-44,Savings,14.1
104174,North West,45-54,Current,7.9
104175,South West,65+,Current,0.4
104176,London,35-44,Premier,0.5
104177,London,35-44,Savings,13.8
104178,Wales,65+,Savings,13.2
104179,South East,35-44,Current,3.3
104180,East of England,35-44,Savings,17.3
104181,South East,35-44,Current,13.3
104182,West Midlands,55-64,Savings,3.2
104183,South East,65+,Student,5.8
104184,London,45-54,Premier,19.5
104185,East of England,45-54,Current,8.2
104186,South West,35-44,Savings,4.8
104187,West Midlands,18-24,Current,10.5
104188,West Midlands,25-34,Current,4.2
104189,East Midlands,25-34,Savings,15.9
104190,London,25-34,Current,15.9
104191,East Midlands,45-54,Current,16.0
104192,South East,25-34,Savings,12.4
104193,London,25-34,Savings,13.9
104194,South West,35-44,Current,6.5
104195,North West,25-34,Current,17.6
104196,London,25-34,Savings,3.0
104197,West Midlands,25-34,Current,5.2
104198,East of England,25-34,Current,19.9
104199,West Midlands,45-54,Current,19.2
104200,West Midlands,55-64,Savings,10.2
104201,West Midlands,55-64,Current,10.0
104202,South West,55-64,Current,2.4
104203,West Midlands,45-54,Premier,13.2
104204,London,65+,Student,0.7
104205,South East,45-54,Current,6.4
104206,South East,45-54,Savings,8.4
104207,West Midlands,35-44,Premier,17.9
104208,East Midlands,35-44,Current,19.4
104209,London,35-44,Current,19.5
104210,West Midlands,25-34,Savings,16.0
104211,South East,55-64,Premier,5.9
104212,Yorkshire and Humber,18-24,Savings,1.0
104213,London,45-54,Current,8.6
104214,West Midlands,65+,Premier,6.0
104215,London,45-54,Savings,13.1
104216,West Midlands,25-34,Current,7.5
104217,South East,35-44,Premier,17.8
104218,East Midlands,35-44,Savings,7.5
104219,Wales,65+,Savings,7.6
104220,South East,55-64,Premier,15.2
104221,West Midlands,55-64,Current,11.8
104222,East Midlands,45-54,Savings,5.2
104223,Yorkshire and Humber,55-64,Current,13.6
104224,West Midlands,55-64,Student,11.3
104225,North West,18-24,Student,2.2
104226,East of England,25-34,Savings,9.4
104227,London,18-24,Savings,18.4
104228,West Midlands,45-54,Savings,4.3
104229,London,65+,Current,8.4
104230,North West,45-54,Current,5.6
104231,Wales,45-54,Current,10.8
104232,East Midlands,65+,Savings,19.5
104233,South East,25-34,Savings,6.3
104234,South East,25-34,Current,16.7
104235,East Midlands,65+,Current,16.8
104236,West Midlands,65+,Current,5.3
104237,Yorkshire and Humber,45-54,Current,15.5
104238,East of England,25-34,Premier,19.8
104239,London,65+,Student,19.1
104240,South East,55-64,Current,12.2
104241,South West,45-54,Savings,3.1
104242,South West,25-34,Current,2.5
104243,London,45-54,Current,5.4
104244,London,55-64,Savings,12.1
104245,South East,65+,Savings,7.8
104246,North West,45-54,Current,14.0
104247,East of England,45-54,Current,15.8
104248,East Midlands,55-64,Current,3.7
104249,West Midlands,45-54,Current,18.1
104250,South West,35-44,Current,1.3
104251,Yorkshire and Humber,25-34,Current,5.4
104252,West Midlands,25-34,Premier,16.3
104253,West Midlands,55-64,Current,3.8
104254,London,18-24,Current,4.5
104255,South West,18-24,Current,19.5
104256,East Midlands,65+,Current,18.3
104257,East Midlands,55-64,Savings,16.3
104258,London,18-24,Current,3.6
104259,North East,35-44,Current,5.2
104260,North West,55-64,Premier,4.8
104261,North East,35-44,Savings,3.9
104262,East of England,35-44,Current,19.4
104263,North West,35-44,Current,3.4
104264,South West,25-34,Student,15.0
104265,South East,55-64,Savings,1.1
104266,London,25-34,Premier,10.9
104267,Yorkshire and Humber,45-54,Current,1.5
104268,South West,25-34,Savings,1.3
104269,South West,18-24,Current,4.7
104270,South East,25-34,Current,18.5
104271,Wales,65+,Savings,12.8
104272,London,25-34,Savings,13.1
104273,South West,35-44,Current,6.0
104274,East of England,25-34,Current,14.5
104275,North West,55-64,Savings,13.7
104276,East Midlands,35-44,Current,9.3
104277,Yorkshire and Humber,65+,Current,13.7
104278,East of England,45-54,Current,17.4
104279,North West,45-54,Current,19.2
104280,South East,45-54,Savings,19.9
104281,East Midlands,18-24,Current,9.8
104282,Yorkshire and Humber,65+,Current,0.8
104283,London,65+,Savings,4.7
104284,West Midlands,35-44,Current,4.0
104285,East of England,45-54,Savings,6.1
104286,West Midlands,25-34,Current,7.3
104287,East of England,45-54,Savings,13.4
104288,North West,55-64,Savings,10.6
104289,Wales,65+,Savings,13.0
104290,London,35-44,Current,19.4
104291,East Midlands,55-64,Savings,1.1
104292,East Midlands,55-64,Savings,0.4
104293,East Midlands,25-34,Current,13.3
104294,London,45-54,Current,11.0
104295,South West,45-54,Current,9.7
104296,Yorkshire and Humber,55-64,Current,17.1
104297,London,65+,Current,3.3
104298,London,18-24,Premier,11.5
104299,London,25-34,Premier,18.6
104300,South East,25-34,Current,9.0
104301,London,25-34,Premier,11.6
104302,South East,35-44,Savings,1.5
104303,Wales,65+,Current,7.0
104304,Yorkshire and Humber,35-44,Premier,0.9
104305,East Midlands,45-54,Savings,11.5
104306,West Midlands,35-44,Current,11.9
104307,London,35-44,Current,19.0
104308,Yorkshire and Humber,55-64,Current,12.8
104309,North East,45-54,Premier,0.2
104310,London,35-44,Current,16.7
104311,London,65+,Current,6.7
104312,South West,45-54,Current,14.3
104313,North West,25-34,Current,5.4
104314,South West,35-44,Current,15.2
104315,East Midlands,45-54,Premier,18.6
104316,London,35-44,Current,1.7
104317,North East,55-64,Student,10.9
104318,South West,45-54,Current,10.9
104319,East of England,35-44,Current,5.8
104320,Yorkshire and Humber,55-64,Current,6.9
104321,South West,35-44,Current,13.6
104322,London,35-44,Student,5.9
104323,London,25-34,Savings,0.7
104324,East Midlands,35-44,Current,15.4
104325,West Midlands,35-44,Premier,12.5
104326,London,25-34,Savings,5.1
104327,East Midlands,45-54,Current,19.2
104328,South East,25-34,Current,18.0
104329,South West,25-34,Savings,19.3
104330,East of England,45-54,Savings,10.3
104331,West Midlands,25-34,Current,4.8
104332,North East,45-54,Current,3.6
104333,East Midlands,55-64,Current,19.0
104334,London,35-44,Current,17.8
104335,South West,25-34,Current,14.8
104336,East Midlands,35-44,Savings,10.3
104337,East Midlands,25-34,Current,7.7
104338,East Midlands,45-54,Current,14.1
104339,London,55-64,Current,0.3
104340,South West,45-54,Current,10.5
104341,West Midlands,35-44,Current,13.6
104342,West Midlands,65+,Savings,15.1
104343,London,25-34,Student,9.1
104344,North West,65+,Current,14.9
104345,South East,55-64,Student,2.0
104346,North East,35-44,Student,4.7
104347,South East,25-34,Current,3.0
104348,East of England,25-34,Premier,6.9
104349,London,65+,Current,6.9
104350,South West,25-34,Current,7.5
104351,West Midlands,65+,Student,9.4
104352,East Midlands,45-54,Current,8.8
104353,South East,35-44,Current,9.9
104354,East Midlands,45-54,Current,15.1
104355,East of England,25-34,Current,2.9
104356,South East,35-44,Current,7.1
104357,North East,65+,Current,0.1
104358,North West,25-34,Premier,0.7
104359,London,65+,Current,12.2
104360,South East,65+,Savings,17.5
104361,North West,18-24,Current,6.2
104362,London,45-54,Current,8.1
104363,South East,25-34,Premier,4.3
104364,Wales,45-54,Current,2.9
104365,South East,65+,Current,17.7
104366,West Midlands,65+,Savings,11.5
104367,London,65+,Current,14.1
104368,London,25-34,Current,17.6
104369,West Midlands,45-54,Premier,11.8
104370,London,25-34,Current,3.7
104371,North West,65+,Savings,14.3
104372,West Midlands,25-34,Current,15.0
104373,London,25-34,Current,8.3
104374,West Midlands,18-24,Current,12.4
104375,London,25-34,Savings,9.7
104376,West Midlands,25-34,Current,6.7
104377,South East,25-34,Student,13.5
104378,West Midlands,65+,Savings,5.0
104379,East of England,55-64,Current,6.6
104380,East Midlands,25-34,Current,8.2
104381,London,55-64,Current,12.3
104382,North West,35-44,Savings,17.1
104383,North West,55-64,Current,12.3
104384,London,35-44,Student,14.5
104385,South West,45-54,Current,5.9
104386,East of England,35-44,Premier,11.8
104387,North West,25-34,Premier,2.2
104388,West Midlands,45-54,Current,9.3
104389,South East,55-64,Current,13.8
104390,London,55-64,Current,3.7
104391,West Midlands,35-44,Current,18.1
104392,South East,45-54,Savings,8.4
104393,London,55-64,Current,13.5
104394,South East,18-24,Savings,9.5
104395,Yorkshire and Humber,25-34,Premier,14.7
104396,London,35-44,Premier,11.7
104397,West Midlands,25-34,Current,2.5
104398,South East,35-44,Premier,18.5
104399,West Midlands,25-34,Current,13.2
104400,South East,45-54,Current,9.5
104401,South West,45-54,Current,13.6
104402,South East,55-64,Current,5.3
104403,East Midlands,45-54,Current,15.4
104404,North West,35-44,Current,8.3
104405,London,65+,Current,16.1
104406,London,55-64,Premier,5.6
104407,East of England,45-54,Current,15.8
104408,Yorkshire and Humber,25-34,Savings,18.1
104409,East of England,45-54,Savings,19.6
104410,West Midlands,45-54,Current,15.6
104411,Yorkshire and Humber,45-54,Current,14.1
104412,East Midlands,55-64,Current,10.4
104413,South East,65+,Current,2.2
104414,West Midlands,65+,Premier,11.2
104415,North West,45-54,Current,11.3
104416,South East,65+,Savings,1.4
104417,London,65+,Savings,13.8
104418,East Midlands,18-24,Premier,3.1
104419,East Midlands,45-54,Current,12.0
104420,London,25-34,Premier,9.5
104421,North West,35-44,Current,17.5
104422,West Midlands,35-44,Current,4.7
104423,London,35-44,Savings,3.5
104424,North West,18-24,Current,11.1
104425,London,25-34,Savings,9.3
104426,Yorkshire and Humber,18-24,Savings,3.3
104427,West Midlands,45-54,Savings,12.3
104428,West Midlands,65+,Student,18.1
104429,North West,65+,Current,14.8
104430,East Midlands,35-44,Current,4.3
104431,North West,25-34,Current,4.8
104432,East of England,55-64,Student,11.2
104433,South West,25-34,Savings,13.6
104434,Yorkshire and Humber,65+,Student,19.6
104435,London,55-64,Current,2.2
104436,London,45-54,Current,11.0
104437,South West,25-34,Student,19.7
104438,North West,18-24,Savings,2.3
104439,North West,45-54,Current,19.5
104440,North West,35-44,Current,9.3
104441,East Midlands,55-64,Student,14.4
104442,North West,45-54,Savings,8.6
104443,East of England,35-44,Current,16.8
104444,East of England,25-34,Current,18.2
104445,West Midlands,35-44,Current,3.4
104446,London,25-34,Current,15.0
104447,Yorkshire and Humber,45-54,Current,0.5
104448,London,45-54,Current,5.6
104449,London,55-64,Student,11.1
104450,East Midlands,35-44,Current,12.1
104451,South West,35-44,Savings,7.4
104452,Wales,55-64,Current,5.5
104453,South East,55-64,Current,3.5
104454,South East,55-64,Current,4.9
104455,London,45-54,Current,2.7
104456,Yorkshire and Humber,65+,Savings,5.3
104457,West Midlands,25-34,Premier,16.4
104458,London,35-44,Savings,5.8
104459,East Midlands,55-64,Savings,18.2
104460,South West,25-34,Student,5.0
104461,Yorkshire and Humber,55-64,Savings,9.9
104462,Yorkshire and Humber,35-44,Current,3.4
104463,North West,25-34,Savings,0.4
104464,North East,25-34,Current,12.5
104465,West Midlands,55-64,Current,6.8
104466,West Midlands,55-64,Savings,7.0
104467,West Midlands,35-44,Savings,8.2
104468,South East,25-34,Current,15.6
104469,Wales,25-34,Premier,8.1
104470,North West,25-34,Current,1.8
104471,East of England,55-64,Savings,5.6
104472,North West,25-34,Premier,11.6
104473,London,25-34,Current,19.9
104474,East Midlands,18-24,Premier,2.9
104475,London,45-54,Savings,6.5
104476,South East,45-54,Savings,9.8
104477,London,45-54,Premier,18.9
104478,North West,45-54,Savings,2.3
104479,South West,65+,Current,15.9
104480,Wales,35-44,Savings,14.5
104481,London,65+,Current,6.2
104482,London,45-54,Current,15.5
104483,South West,25-34,Current,11.5
104484,North West,55-64,Current,3.5
104485,East of England,45-54,Savings,5.8
104486,North West,45-54,Premier,6.6
104487,South East,25-34,Premier,6.5
104488,West Midlands,35-44,Current,15.0
104489,North West,65+,Current,13.2
104490,London,25-34,Current,16.4
104491,London,18-24,Current,10.3
104492,East of England,25-34,Current,7.1
104493,Wales,35-44,Current,1.4
104494,West Midlands,55-64,Premier,15.9
104495,North West,45-54,Current,1.6
104496,Yorkshire and Humber,65+,Savings,6.1
104497,London,35-44,Student,13.4
104498,London,35-44,Savings,15.3
104499,East of England,25-34,Current,1.5
104500,South East,25-34,Current,12.2
104501,East Midlands,55-64,Premier,2.8
104502,London,25-34,Current,15.2
104503,London,25-34,Current,14.6
104504,London,65+,Premier,15.0
104505,West Midlands,45-54,Savings,1.4
104506,Yorkshire and Humber,18-24,Savings,11.2
104507,Yorkshire and Humber,55-64,Current,4.9
104508,West Midlands,45-54,Current,10.0
104509,South East,55-64,Student,19.8
104510,North West,45-54,Current,1.9
104511,London,18-24,Current,11.9
104512,London,25-34,Current,3.4
104513,East of England,25-34,Savings,10.3
104514,West Midlands,55-64,Current,10.5
104515,West Midlands,45-54,Student,9.2
104516,North West,55-64,Current,12.8
104517,London,45-54,Current,19.5
104518,North West,35-44,Premier,16.1
104519,South East,25-34,Premier,19.2
104520,North West,25-34,Savings,3.9
104521,East Midlands,35-44,Premier,19.9
104522,Yorkshire and Humber,45-54,Current,6.2
104523,South East,65+,Current,0.8
104524,East of England,25-34,Current,8.8
104525,South East,45-54,Current,5.0
104526,London,25-34,Savings,15.3
104527,South East,55-64,Student,1.8
104528,South East,18-24,Current,11.0
104529,North West,45-54,Current,5.9
104530,London,25-34,Premier,4.2
104531,South East,25-34,Current,17.5
104532,North West,45-54,Current,10.4
104533,South East,35-44,Current,6.6
104534,London,35-44,Current,14.9
104535,London,35-44,Current,17.1
104536,West Midlands,65+,Current,8.9
104537,South East,35-44,Current,3.7
104538,East of England,45-54,Current,19.9
104539,West Midlands,55-64,Current,7.2
104540,Yorkshire and Humber,45-54,Current,4.2
104541,East Midlands,35-44,Current,2.2
104542,East Midlands,45-54,Current,2.6
104543,Wales,25-34,Student,18.9
104544,London,45-54,Savings,18.9
104545,Yorkshire and Humber,35-44,Current,10.2
104546,North West,55-64,Current,13.9
104547,Wales,55-64,Current,16.7
104548,North West,25-34,Current,11.2
104549,South East,25-34,Savings,13.4
104550,North West,35-44,Premier,19.3
104551,East Midlands,45-54,Current,3.5
104552,South East,35-44,Current,2.9
104553,East Midlands,45-54,Current,15.1
104554,South East,45-54,Current,14.1
104555,North West,65+,Current,3.8
104556,South East,35-44,Savings,6.1
104557,South East,25-34,Current,13.7
104558,South East,35-44,Savings,9.9
104559,East Midlands,45-54,Savings,17.9
104560,South East,25-34,Current,16.8
104561,Wales,25-34,Premier,9.8
104562,North West,35-44,Savings,13.4
104563,North West,55-64,Current,12.9
104564,South West,65+,Premier,1.9
104565,West Midlands,35-44,Savings,8.6
104566,South East,25-34,Current,8.9
104567,South East,35-44,Current,18.0
104568,East Midlands,35-44,Current,17.7
104569,London,65+,Savings,1.2
104570,London,35-44,Premier,16.9
104571,North West,45-54,Current,12.3
104572,East of England,65+,Current,0.4
104573,West Midlands,45-54,Current,7.7
104574,Yorkshire and Humber,25-34,Savings,17.8
104575,South West,45-54,Current,7.2
104576,West Midlands,35-44,Current,13.6
104577,South West,35-44,Current,11.4
104578,East Midlands,65+,Savings,11.8
104579,London,35-44,Current,9.7
104580,East Midlands,35-44,Current,9.7
104581,South East,25-34,Current,18.1
104582,South West,25-34,Current,8.3
104583,South West,45-54,Current,3.9
104584,Wales,55-64,Current,8.5
104585,South East,45-54,Savings,14.7
104586,South East,35-44,Current,9.6
104587,London,18-24,Current,14.7
104588,East of England,35-44,Current,4.9
104589,London,45-54,Current,11.7
104590,East of England,55-64,Current,17.3
104591,North West,45-54,Current,10.6
104592,London,65+,Current,12.8
104593,South East,55-64,Current,13.6
104594,West Midlands,35-44,Premier,14.8
104595,North West,45-54,Current,7.1
104596,Wales,55-64,Current,12.6
104597,London,65+,Premier,8.4
104598,West Midlands,35-44,Current,7.9
104599,Yorkshire and Humber,45-54,Savings,9.6
104600,Yorkshire and Humber,35-44,Current,8.2
104601,London,55-64,Savings,0.6
104602,East of England,65+,Premier,14.9
104603,Wales,65+,Current,11.7
104604,South East,25-34,Premier,2.8
104605,South East,25-34,Current,5.3
104606,North West,55-64,Current,12.3
104607,East of England,45-54,Current,10.4
104608,North West,65+,Current,14.5
104609,West Midlands,35-44,Current,9.8
104610,Wales,55-64,Premier,16.9
104611,East of England,45-54,Savings,1.6
104612,North West,25-34,Student,12.3
104613,South East,25-34,Current,7.5
104614,London,55-64,Current,6.2
104615,North West,25-34,Current,18.9
104616,North West,55-64,Current,17.3
104617,West Midlands,45-54,Current,3.8
104618,London,35-44,Premier,1.2
104619,London,35-44,Student,17.4
104620,London,65+,Current,3.5
104621,North West,55-64,Current,18.6
104622,North East,55-64,Current,5.6
104623,London,55-64,Current,8.3
104624,East of England,45-54,Savings,1.0
104625,West Midlands,65+,Current,10.8
104626,London,45-54,Current,3.9
104627,South West,45-54,Current,8.7
104628,Yorkshire and Humber,35-44,Premier,18.4
104629,West Midlands,35-44,Savings,5.1
104630,North West,55-64,Premier,12.7
104631,North West,35-44,Current,4.1
104632,London,55-64,Current,12.2
104633,North West,65+,Current,5.9
104634,North West,35-44,Premier,13.7
104635,London,25-34,Current,15.4
104636,East Midlands,45-54,Savings,17.6
104637,Yorkshire and Humber,18-24,Current,18.4
104638,South East,55-64,Current,4.9
104639,West Midlands,45-54,Current,2.7
104640,North West,35-44,Current,1.1
104641,West Midlands,45-54,Student,14.4
104642,East Midlands,45-54,Premier,3.8
104643,London,35-44,Savings,16.0
104644,East Midlands,35-44,Current,19.3
104645,North West,35-44,Savings,3.0
104646,Wales,65+,Current,5.7
104647,East of England,25-34,Savings,10.5
104648,North West,35-44,Savings,8.7
104649,North West,25-34,Current,8.6
104650,London,35-44,Current,4.4
104651,South West,25-34,Current,17.8
104652,South West,55-64,Current,13.7
104653,West Midlands,25-34,Premier,3.2
104654,West Midlands,45-54,Savings,0.2
104655,Yorkshire and Humber,25-34,Current,15.3
104656,East of England,35-44,Current,0.4
104657,East of England,25-34,Savings,17.6
104658,West Midlands,55-64,Current,10.6
104659,London,65+,Current,18.6
104660,West Midlands,25-34,Savings,15.5
104661,South East,65+,Current,17.9
104662,East of England,35-44,Current,14.9
104663,London,45-54,Current,11.6
104664,East Midlands,55-64,Current,3.5
104665,London,25-34,Premier,14.6
104666,Yorkshire and Humber,35-44,Student,11.9
104667,South West,18-24,Premier,9.1
104668,Yorkshire and Humber,55-64,Premier,11.2
104669,East of England,35-44,Current,4.7
104670,North West,65+,Current,8.1
104671,West Midlands,35-44,Savings,2.6
104672,North West,65+,Current,8.3
104673,East Midlands,25-34,Premier,9.4
104674,North West,45-54,Current,17.2
104675,South East,35-44,Current,10.6
104676,West Midlands,25-34,Savings,18.2
104677,West Midlands,25-34,Premier,19.4
104678,West Midlands,45-54,Savings,1.1
104679,East Midlands,25-34,Current,12.0
104680,East of England,45-54,Current,6.1
104681,North East,65+,Current,17.0
104682,East Midlands,35-44,Savings,9.9
104683,South East,18-24,Current,1.7
104684,South East,25-34,Savings,4.4
104685,Wales,25-34,Current,13.5
104686,Yorkshire and Humber,35-44,Current,1.7
104687,North West,55-64,Premier,7.6
104688,London,35-44,Current,17.4
104689,East of England,25-34,Savings,0.7
104690,South East,45-54,Current,14.0
104691,London,35-44,Premier,13.5
104692,North West,45-54,Current,6.5
104693,South East,65+,Current,2.3
104694,East of England,35-44,Student,2.1
104695,Yorkshire and Humber,45-54,Savings,19.4
104696,South East,55-64,Current,13.6
104697,Yorkshire and Humber,55-64,Current,7.6
104698,London,55-64,Current,16.7
104699,London,55-64,Premier,2.2
104700,South East,45-54,Savings,2.6
104701,Wales,45-54,Premier,4.0
104702,London,55-64,Premier,15.3
104703,Yorkshire and Humber,55-64,Current,8.2
104704,Yorkshire and Humber,45-54,Current,12.9
104705,West Midlands,35-44,Savings,4.7
104706,North West,55-64,Savings,15.6
104707,East Midlands,25-34,Savings,16.1
104708,Yorkshire and Humber,25-34,Current,8.3
104709,West Midlands,35-44,Premier,4.3
104710,Yorkshire and Humber,25-34,Savings,12.6
104711,South West,45-54,Student,5.2
104712,North West,25-34,Current,3.1
104713,London,45-54,Current,12.4
104714,East of England,45-54,Savings,10.3
104715,London,25-34,Savings,15.7
104716,West Midlands,25-34,Current,5.9
104717,Yorkshire and Humber,45-54,Current,4.6
104718,London,55-64,Savings,12.8
104719,London,35-44,Premier,14.1
104720,West Midlands,25-34,Current,8.3
104721,London,35-44,Current,8.9
104722,London,25-34,Current,2.6
104723,North West,18-24,Current,9.4
104724,London,65+,Current,19.2
104725,East Midlands,25-34,Current,2.4
104726,Yorkshire and Humber,25-34,Savings,11.4
104727,South West,65+,Current,0.5
104728,North West,45-54,Current,6.6
104729,London,35-44,Premier,15.2
104730,Yorkshire and Humber,45-54,Current,11.4
104731,North West,65+,Savings,1.7
104732,East of England,25-34,Current,9.1
104733,Yorkshire and Humber,25-34,Savings,1.7
104734,North West,65+,Savings,7.5
104735,East of England,55-64,Current,15.4
104736,South East,65+,Savings,5.2
104737,South East,35-44,Savings,9.1
104738,East Midlands,65+,Current,10.1
104739,West Midlands,35-44,Savings,17.1
104740,London,55-64,Current,2.5
104741,West Midlands,65+,Current,11.1
104742,North West,25-34,Premier,0.7
104743,South East,25-34,Current,2.0
104744,North West,45-54,Current,4.5
104745,East Midlands,55-64,Current,14.4
104746,East Midlands,25-34,Premier,0.9
104747,London,55-64,Current,18.9
104748,London,35-44,Current,8.6
104749,East of England,35-44,Savings,16.8
104750,West Midlands,35-44,Savings,4.5
104751,West Midlands,65+,Current,6.8
104752,London,25-34,Premier,14.6
104753,Yorkshire and Humber,45-54,Current,7.6
104754,London,25-34,Savings,10.2
104755,East of England,65+,Current,16.2
104756,London,55-64,Current,13.1
104757,Yorkshire and Humber,25-34,Student,16.7
104758,Wales,35-44,Current,1.8
104759,East Midlands,35-44,Current,12.2
104760,North East,35-44,Current,12.1
104761,London,55-64,Current,12.2
104762,London,45-54,Student,11.8
104763,East of England,35-44,Current,14.5
104764,London,55-64,Premier,16.9
104765,London,35-44,Current,4.7
104766,North West,25-34,Premier,2.2
104767,South East,25-34,Savings,1.6
104768,London,35-44,Current,3.3
104769,North West,45-54,Current,13.2
104770,South East,25-34,Savings,8.4
104771,London,45-54,Current,7.1
104772,Yorkshire and Humber,25-34,Current,18.2
104773,East Midlands,55-64,Savings,18.0
104774,London,18-24,Premier,10.8
104775,East Midlands,35-44,Savings,9.2
104776,East Midlands,18-24,Student,5.5
104777,London,35-44,Current,9.3
104778,East Midlands,18-24,Savings,8.3
104779,North West,35-44,Current,0.2
104780,South East,55-64,Savings,15.2
104781,North West,25-34,Savings,8.8
104782,Wales,55-64,Current,4.5
104783,East of England,45-54,Premier,13.4
104784,London,45-54,Current,9.0
104785,North East,45-54,Current,6.3
104786,East of England,35-44,Current,4.7
104787,North West,55-64,Current,1.3
104788,South East,55-64,Current,10.1
104789,West Midlands,55-64,Premier,7.6
104790,South East,25-34,Current,0.9
104791,London,45-54,Savings,16.3
104792,East Midlands,25-34,Current,16.2
104793,North West,45-54,Student,9.9
104794,North East,18-24,Savings,16.8
